name,label
Ses01F_script02_2_M032,frustration
Ses01F_script02_2_M033,neutral
Ses01F_script02_2_M034,unknown
Ses01F_script02_2_M035,frustration
Ses01F_script02_2_M036,frustration
Ses01F_script02_2_M037,sadness
Ses01F_script02_2_M038,sadness
Ses01F_script02_2_M039,surprise
Ses01F_script02_2_M040,neutral
Ses01F_script02_2_M041,frustration
Ses01F_script02_2_M042,neutral
Ses01F_script02_2_M043,neutral
Ses01F_script02_2_M044,happiness
Ses01F_script02_2_M045,unknown
Ses01F_script02_2_M046,happiness
Ses01F_script02_2_M047,neutral
Ses01F_script02_2_M048,neutral
Ses01F_script02_2_M049,happiness
Ses01F_script03_1_F000,fear
Ses01F_script03_1_F001,fear
Ses01F_script03_1_F002,fear
Ses01F_script03_1_F003,unknown
Ses01F_script03_1_F004,unknown
Ses01F_script03_1_F005,happiness
Ses01F_script03_1_F006,excitement
Ses01F_script03_1_F007,excitement
Ses01F_script03_1_F008,unknown
Ses01F_script03_1_F009,unknown
Ses01F_script03_1_F010,happiness
Ses01F_script03_1_F011,happiness
Ses01F_script03_1_F012,excitement
Ses01F_script03_1_F013,unknown
Ses01F_script03_1_F014,unknown
Ses01F_script03_1_F015,unknown
Ses01F_script03_1_F016,unknown
Ses01F_script03_1_F017,unknown
Ses01F_script03_1_F018,unknown
Ses01F_script03_1_F019,unknown
Ses01F_script03_1_F020,happiness
Ses01F_script03_1_F021,happiness
Ses01F_script03_1_F022,happiness
Ses01F_script03_1_F023,unknown
Ses01F_script03_1_F024,excitement
Ses01F_script03_1_F025,unknown
Ses01F_script03_1_F026,unknown
Ses01F_script03_1_F027,unknown
Ses01F_script03_1_F028,unknown
Ses01F_script03_1_F029,happiness
Ses01F_script03_1_F030,happiness
Ses01F_script03_1_F031,unknown
Ses01F_script03_1_M000,fear
Ses01F_script03_1_M001,fear
Ses01F_script03_1_M002,fear
Ses01F_script03_1_M003,fear
Ses01F_script03_1_M004,unknown
Ses01F_script03_1_M005,excitement
Ses01F_script03_1_M006,unknown
Ses01F_script03_1_M007,happiness
Ses01F_script03_1_M008,happiness
Ses01F_script03_1_M009,happiness
Ses01F_script03_1_M010,happiness
Ses01F_script03_1_M011,unknown
Ses01F_script03_1_M012,unknown
Ses01F_script03_1_M013,happiness
Ses01F_script03_1_M014,unknown
Ses01F_script03_1_M015,unknown
Ses01F_script03_1_M016,unknown
Ses01F_script03_1_M017,unknown
Ses01F_script03_1_M018,happiness
Ses01F_script03_1_M019,unknown
Ses01F_script03_1_M020,unknown
Ses01F_script03_1_M021,excitement
Ses01F_script03_1_M022,unknown
Ses01F_script03_1_M023,unknown
Ses01F_script03_1_M024,excitement
Ses01F_script03_1_M025,happiness
Ses01F_script03_1_M026,happiness
Ses01F_script03_1_M027,unknown
Ses01F_script03_1_M028,unknown
Ses01F_script03_1_M029,unknown
Ses01F_script03_1_M030,disgust
Ses01F_script03_1_M031,unknown
Ses01F_script03_1_M032,unknown
Ses01F_script03_1_M033,unknown
Ses01F_script03_1_M034,happiness
Ses01F_script03_1_M035,unknown
Ses01F_script03_1_M036,happiness
Ses01F_script03_1_M037,happiness
Ses01F_script03_1_M038,unknown
Ses01F_script03_2_F000,happiness
Ses01F_script03_2_F001,happiness
Ses01F_script03_2_F002,happiness
Ses01F_script03_2_F003,unknown
Ses01F_script03_2_F004,neutral
Ses01F_script03_2_F005,neutral
Ses01F_script03_2_F006,unknown
Ses01F_script03_2_F007,unknown
Ses01F_script03_2_F008,frustration
Ses01F_script03_2_F009,unknown
Ses01F_script03_2_F010,unknown
Ses01F_script03_2_F011,unknown
Ses01F_script03_2_F012,unknown
Ses01F_script03_2_F013,anger
Ses01F_script03_2_F014,anger
Ses01F_script03_2_F015,anger
Ses01F_script03_2_F016,anger
Ses01F_script03_2_F017,anger
Ses01F_script03_2_F018,anger
Ses01F_script03_2_F019,unknown
Ses01F_script03_2_F020,unknown
